C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_270.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_270.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_270.jpg,0,0,0,4.297889E-06
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_344.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_344.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_344.jpg,0,0,0,7.996497E-07
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_424.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_424.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_424.jpg,0,0,0,2.00562E-05
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_504.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_504.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_504.jpg,0,0,0,9.017738E-06
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_580.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_580.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_580.jpg,0,0,0,1.113497E-06
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_659.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_659.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_659.jpg,0,0,0,1.881307E-06
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_738.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_738.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_738.jpg,0,0,0,1.912345E-05
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_817.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_817.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_817.jpg,0,0,0,1.776455E-05
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_895.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_895.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_895.jpg,0,0,0,7.470871E-07
C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\center_2018_05_09_09_51_21_973.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\left_2018_05_09_09_51_21_973.jpg,C:\Users\hp\Desktop\beta_simulator_windows\testing\IMG\right_2018_05_09_09_51_21_973.jpg,0,0,0,1.873731E-06
